	Boolean	Quotes	Themes
101	1	They are like birdcages; but what is being caged in? Legs, the legs of ladies; legs penned in so they cannot get out and go rubbing up against the gentlemen’s trousers. The Governor’s wife never says legs, although the newspapers said legs when they were talking about Nancy, with her dead legs sticking out from under the washtub.	"[""female-sexuality-and-the-nature-of-women"", ""social-class-and-propriety""]"
102	1	When I was quite young, six or seven, I put my hand on my mother’s belly, which was all round and tight, and I said What is in there, another mouth to feed, and my mother smiled sadly and said Yes I fear so, and I had a picture of an enormous mouth, on a head like the flying angel heads on the gravestones, but with teeth and all, eating away at my mother from the inside, and I began to cry because I thought it would kill her.	"[""female-sexuality-and-the-nature-of-women"", ""gender-ownership-and-power""]"
103	1	It would be helpful to me, if she were indeed mad, or at least a little madder than she appears to be; but thus far she has manifested a composure that a duchess might envy. I have never known any woman to be so thoroughly self-contained.	"[""female-sexuality-and-the-nature-of-women"", ""social-class-and-propriety"", ""truth-memory-and-madness""]"
104	1	And since that time I have thought, why is it that women have chosen to sew such flags, and then to lay them on the tops of beds? For they make the bed the most noticeable thing in a room. And then I have thought, it’s for a warning. Because you may think a bed is a peaceful thing, Sir, and to you it may mean rest and comfort and a good night’s sleep. But it isn’t so for everyone; and there are many dangerous things that may take place in a bed. It is where we are born, and that is our first peril in life; and it is where the women give birth, which is often their last. And it is where the act takes place between men and women […] and some call it love, and others despair, or else merely an indignity which they must suffer through. 	"[""female-sexuality-and-the-nature-of-women"", ""gender-ownership-and-power""]"
105	1	There were red smears afterwards, on his shirt, from where she’d started to undo his buttons; but it was the first time he’d ever kissed a woman, and he’d been embarrassed, and then alarmed, and hadn’t known what to do next. Probably she’d laughed at him.	"[""female-sexuality-and-the-nature-of-women"", ""social-class-and-propriety"", ""gender-ownership-and-power""]"
106	1	[…] and one day they did see a bear, and Nancy ran away screaming, and climbed a tree. Sally said the bear was more frightened than Nancy was, and Nancy said it was probably a gentleman bear and it was running away from something dangerous that it had never seen before, but might have caught a glimpse of as she climbed the tree; and they laughed very much.	"[""storytelling-and-power"", ""female-sexuality-and-the-nature-of-women"", ""social-class-and-propriety"", ""gender-ownership-and-power""]"
107	1	What was in there for wiping was an old copy of the Godey’s Ladies’ Book; I always looked at the pictures before using them. Most were of the latest fashions, but some were of duchesses from England and high-society ladies in New York and the like. You should never let your picture be in a magazine or newspaper if you can help it, as you never know what ends your face may be made to serve, by others, once it has got out of your control.	"[""storytelling-and-power"", ""social-class-and-propriety""]"
108	1	And they do say that cleanliness is next to Godliness; and sometimes, when I have seen the pure white clouds billowing in the sky after a rain, I used to think that it was as if the angels themselves were hanging out their washing; for I reasoned that someone must do it, as everything in Heaven must be very clean and fresh.	"[""social-class-and-propriety"", ""justice-and-religion""]"
109	1	In fact I have no idea of what kind of a sunrise there was. In prison they make the windows high up, so you cannot climb out of them I suppose, but also so you cannot see out of them either, or at least not onto the outside world. They do not want you looking out, they do not want you thinking the word out, they do not want you looking at the horizon and thinking you might someday drop below it yourself, like the sail of a ship departing or a horse and rider vanishing down a far hillside.	"[""storytelling-and-power""]"
110	1	Then I say, I thank you from the bottom of my heart, Sir, this radish was like the nectar of the Gods. He looks surprised to hear me use such an expression; but that’s only because he doesn’t remember that I have read the poetry of Sir Walter Scott.	"[""storytelling-and-power"", ""social-class-and-propriety""]"
111	1	Underneath her stiff dress there must be breasts, not starched and corset-shaped, but made of soft flesh, with nipples; he finds himself idly guessing what colour these nipples would be, in sunlight or else in lamplight, and how large. Nipples pink and small like the snouts of animals, of rabbits or mice perhaps; or the almost-red of ripening currants; or the scaly brown of acorn caps. His imagination runs, he notes, to wildwood details, and to things hard or alert.	"[""gender-ownership-and-power""]"
112	1	It’s dark as a stone in this room, and hot as a roasting heart; if you stare into the darkness with your eyes open you are sure to see something after a time. I hope it will not be flowers. But this is the time they like to grow, the red flowers, the shining red peonies which are like satin, which are like splashes of paint. The soil for them is emptiness, it is empty space and silence. I whisper, Talk to me; because I would rather have talking than the slow gardening that takes place in silence, with the red satin petals dripping down the wall.	"[""storytelling-and-power"", ""truth-memory-and-madness""]"
113	1	Grace continues her stitching. She does not look up. “Nobody has cared about that before, Sir,” she says. “They told me I must be lying; they kept wanting to know more. Except for Mr. Kenneth MacKenzie the lawyer. But I am sure that even he did not believe me.”	"[""storytelling-and-power"", ""truth-memory-and-madness""]"
114	1	I said, What do you want here, but he did not answer, he just kept on being silver, so I went out to milk the cow; because the only thing to do about God is to go on with what you were doing anyway, since you can’t ever stop him or get any reasons out of him. There is a Do this or a Do that with God, but not any Because.	"[""social-class-and-propriety"", ""truth-memory-and-madness"", ""justice-and-religion""]"
115	1	But he’ll pry it out of her yet. He’s got the hook in her mouth, but can he pull her out? Up, out of the abyss, up to the light. Out of the deep blue sea.	"[""female-sexuality-and-the-nature-of-women"", ""truth-memory-and-madness"", ""gender-ownership-and-power""]"
116	1	Then I put on a clean apron, and stirred up the fire in the summer kitchen stove, which still had some embers left in it, and burnt my own clothes; I didn’t like the thought of wearing them ever again, as they would remind me of things I wished to forget. It may have been my fancy, but a smell went up from them like scorching meat; and it was like my own dirtied and cast-off skin that was burning.	"[""truth-memory-and-madness""]"
117	1	I was horrified, and asked how could he do such a thing; and he said what did I mean, as I was wearing Nancy’s dress and bonnet myself. And I said it was not the same thing, and he said it was; and I said at least I had not taken the boots off a corpse.	"[""social-class-and-propriety"", ""truth-memory-and-madness"", ""justice-and-religion""]"
118	1	He wanted me to tell my story in what he called a coherent way, but would often accuse me of wandering, and become annoyed with me; and at last he said that the right thing was, not to tell the story as I truly remembered it, which nobody could be expected to make any sense of; but to tell a story that would hang together, and that had some chance of being believed.	"[""storytelling-and-power""]"
119	1	During the day, Rachel is a burden, an encumbrance, and he wishes to be rid of her; but at night she’s an altogether different person, and so is he. He too says no when he means yes. He means more, he means further, he means deeper. He would like to make an incision in her—just a small one—so he can taste her blood, which in the shadowy darkness of the bedroom seems to him like a normal wish to have.	"[""female-sexuality-and-the-nature-of-women"", ""gender-ownership-and-power""]"
120	1	I hope I was named after it. I would like to be found. I would like to see. Or to be seen. I wonder if, in the eye of God, it amounts to the same thing. As it says in the Bible, For now we see through a glass, darkly; but then face to face.	"[""justice-and-religion""]"
121	1	Then there are his own requirements. There is passion in Grace somewhere, he’s certain of it, although it would take some hunting for. And she’d be grateful to him, albeit reluctantly. Gratitude by itself does not enthral [sic] him, but he likes the idea of reluctance.	"[""gender-ownership-and-power""]"
122	1	“You killed her,” breathes Lydia. “I always thought so.” She sounds, if anything, admiring.	"[""female-sexuality-and-the-nature-of-women"", ""truth-memory-and-madness"", ""justice-and-religion""]"
123	1	He’ll begin to tiptoe up the stairs, intending to avoid her. Then he’ll turn around, make his way to her room, shake her roughly awake. Tonight he’ll hit her, as she’s begged him to; he’s never done that before, it’s something new. He wants to punish her for his own addiction to her. He wants to make her cry; though not too loudly, or Dora will hear them, and trumpet scandal.	"[""social-class-and-propriety"", ""truth-memory-and-madness"", ""gender-ownership-and-power""]"
124	1	The room was so large it was almost frightening to me, and I pulled the sheet up over my head to make it darker; and then I felt as if my face was dissolving and turning into someone else’s face, and I recalled my poor mother in her shroud, as they were sliding her into the sea, and how I thought that she had already changed inside the sheet, and was a different woman, and now the same thing was happening to me. Of course I wasn’t dying, but it was in a way similar.	"[""storytelling-and-power"", ""truth-memory-and-madness"", ""justice-and-religion""]"
125	1	But three of the triangles in my Tree will be different. One will be white, from the petticoat I still have that was Mary Whitney’s; one will be faded yellowish, from the prison nightdress I begged as a keepsake when I left there. And the third will be a pale cotton, a pink and white floral, cut from the dress of Nancy’s that she had on the first day I was at Mr. Kinnear’s, and that I wore on the ferry to Lewiston, when I was running away.	"[""storytelling-and-power"", ""gender-ownership-and-power"", ""justice-and-religion""]"
